Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Qingdao,China,Asia,2017,8214194,199273753,40105,4781774,3432419,11.3
Qingdao,China,Asia,2007,5669462,123343881,42682,2275141,3394320,7.02
Los Angeles,USA,North America,2008,52748505,1118104595,18299,22175786,30572718,5.22
Busan,South Korea,Asia,2015,31536591,677328525,21767,13668609,17867981,-4.8
Antwerp,Belgium,Europe,2003,14691582,222949311,15958,6934348,7757233,-4.73
Shenzhen,China,Asia,2000,13230529,264411758,39663,5317366,7913162,11.3
Antwerp,Belgium,Europe,2011,47085021,511812463,22614,21373283,25711737,-3.34
Los Angeles,USA,North America,2006,50043824,525433466,22976,23767344,26276479,-4.71
Singapore,Singapore,Asia,2020,23724065,377350377,33586,9758728,13965336,5
Antwerp,Belgium,Europe,2018,35333465,854248806,11340,14757251,20576213,-1.57
Shanghai,China,Asia,2010,43187560,774734431,29665,18329773,24857786,2.77
Dubai,UAE,Middle East,2023,6061043,79297092,17691,2721674,3339368,1.01
Shenzhen,China,Asia,2005,10901326,131378658,49893,5705401,5195924,-2.07
Dubai,UAE,Middle East,2021,31252531,444505581,48655,12785436,18467094,11.17
Los Angeles,USA,North America,2013,47448405,780805698,22391,27323889,20124515,10.23
Antwerp,Belgium,Europe,2012,6951253,121254373,46389,2991364,3959888,-0.81
Shenzhen,China,Asia,2017,11117984,195529199,17973,6597447,4520536,5.39
Qingdao,China,Asia,2014,38490693,673229479,31427,20898307,17592385,3.86
Qingdao,China,Asia,2013,21378818,234298343,21004,10449682,10929135,5.15
Qingdao,China,Asia,2004,40523697,895125531,40743,20536698,19986998,10.97
Los Angeles,USA,North America,2006,19894139,402666874,13070,9192034,10702104,-3.79
Shenzhen,China,Asia,2009,26807192,399499552,16299,15750792,11056399,9.05
Los Angeles,USA,North America,2019,6798795,103284305,22874,3870826,2927968,-2.31
Busan,South Korea,Asia,2004,22822665,543330411,17795,12568212,10254452,-0.82
Rotterdam,Netherlands,Europe,2018,11068452,249786026,41748,5270261,5798190,0.66
Hamburg,Germany,Europe,2010,18473479,231644368,17550,10157957,8315521,1.81
Hamburg,Germany,Europe,2017,17833879,223467696,28162,7772752,10061126,-3.6
Los Angeles,USA,North America,2018,15745018,271897901,20457,7412665,8332352,7.32
Busan,South Korea,Asia,2019,36163913,567634854,23146,21454431,14709481,3.68
Busan,South Korea,Asia,2022,39690375,495532248,30439,18387232,21303142,-3.35
Rotterdam,Netherlands,Europe,2020,35294599,509716020,41014,16709047,18585551,3.01
Los Angeles,USA,North America,2019,37530036,615782226,47891,17781841,19748194,5.07
Singapore,Singapore,Asia,2000,35650257,418781473,36592,18365150,17285106,-1.36
Rotterdam,Netherlands,Europe,2006,5257061,73042717,40405,3074961,2182099,7.23
Shenzhen,China,Asia,2012,30037366,317179813,10620,17036300,13001065,4.27
Los Angeles,USA,North America,2011,32065615,647821198,38018,18733675,13331939,10.03
Busan,South Korea,Asia,2004,44932072,662515801,34821,25481649,19450422,4.82
Hamburg,Germany,Europe,2006,19803473,380212738,33531,8025495,11777977,2.66
Qingdao,China,Asia,2023,9220283,182304738,39535,5517186,3703096,-4.07
Dubai,UAE,Middle East,2017,39900829,494641935,18922,17201567,22699261,11.38
Dubai,UAE,Middle East,2014,39293810,436915677,20935,19912164,19381645,8.86
Los Angeles,USA,North America,2001,6084258,140073002,38767,2435447,3648810,2.67
Shanghai,China,Asia,2013,20510769,366295160,17655,8376343,12134425,1.72
Los Angeles,USA,North America,2000,27513965,342858376,49976,11586916,15927048,11.69
Dubai,UAE,Middle East,2008,42351878,454107925,17802,19221060,23130817,9.1
Hamburg,Germany,Europe,2009,23747348,528808580,46288,9958262,13789085,2.93
Qingdao,China,Asia,2022,6705950,103716919,24012,3999911,2706038,6.11
Rotterdam,Netherlands,Europe,2003,36970487,469675767,27916,19530523,17439963,8.16
Hamburg,Germany,Europe,2022,21338494,278972956,22437,12646870,8691623,-1.34
Qingdao,China,Asia,2016,39916902,997112966,49333,19705421,20211480,2.04
Busan,South Korea,Asia,2002,48230789,738005748,19179,22417049,25813739,-4.16
Busan,South Korea,Asia,2024,17983326,390143277,21766,8715144,9268181,10.36
Antwerp,Belgium,Europe,2013,54157301,656929538,12423,29605395,24551905,4.63
Rotterdam,Netherlands,Europe,2011,26107768,350487814,25164,12508845,13598922,3.75
Shanghai,China,Asia,2000,25381110,581283502,43370,13443987,11937122,-0.07
Dubai,UAE,Middle East,2021,43305001,835857668,16714,25780223,17524777,11.1
Dubai,UAE,Middle East,2015,8973072,93833647,12910,4611495,4361576,3.52
Dubai,UAE,Middle East,2001,34775495,614540115,28474,15409029,19366465,-4.58
Rotterdam,Netherlands,Europe,2017,46541369,897844596,33095,20752039,25789329,-2.32
Singapore,Singapore,Asia,2001,50630857,1051876472,33157,27140295,23490561,5.56
Singapore,Singapore,Asia,2013,22033296,467823892,17546,12396222,9637073,3.45
Singapore,Singapore,Asia,2001,16475087,171884131,44173,9323530,7151556,4.38
Busan,South Korea,Asia,2006,47922257,539885495,18316,21505299,26416957,0.05
Busan,South Korea,Asia,2010,47885549,831829751,42481,24679358,23206190,-2.86
Rotterdam,Netherlands,Europe,2007,39288474,784086030,13223,19499289,19789184,6.34
Shanghai,China,Asia,2013,18327896,198549918,33682,9445426,8882469,7.57
Shanghai,China,Asia,2009,25863435,485761228,40125,14180378,11683056,0.58
Singapore,Singapore,Asia,2003,53945565,1312756227,36321,26491139,27454425,-0.48
Rotterdam,Netherlands,Europe,2000,24649887,409672905,28069,11617863,13032023,-1.05
Shenzhen,China,Asia,2004,31389941,329053407,28456,17575306,13814634,3.59
Qingdao,China,Asia,2019,29532252,694285803,11132,15583308,13948943,9.61
Dubai,UAE,Middle East,2019,6801708,147381804,21057,3423787,3377920,10.39
Busan,South Korea,Asia,2014,36323224,648937363,26623,14551986,21771237,9.87
Dubai,UAE,Middle East,2012,53291557,731414748,41786,26361779,26929777,6.59
Hamburg,Germany,Europe,2007,28073380,690291934,39292,15306060,12767319,3.13
Los Angeles,USA,North America,2007,25887479,327651311,49184,12187363,13700115,7.82
Singapore,Singapore,Asia,2012,32100849,648361584,18308,16463505,15637343,9.55
Busan,South Korea,Asia,2010,39825666,452827317,39979,20304877,19520788,1.54
Rotterdam,Netherlands,Europe,2009,32774391,532590595,21491,15733745,17040645,1.18
Shanghai,China,Asia,2006,34447321,602023001,34827,15785880,18661440,5.23
Qingdao,China,Asia,2021,18813922,430146439,49998,10097419,8716502,-3.72
Antwerp,Belgium,Europe,2009,9909881,149039206,18348,4520995,5388885,-0.12
Hamburg,Germany,Europe,2017,54517480,959516243,28640,29438996,25078483,9.08
Busan,South Korea,Asia,2013,37665915,680006120,20683,18373965,19291949,11.16
Rotterdam,Netherlands,Europe,2007,40082097,968997872,16771,21537847,18544249,10.4
Dubai,UAE,Middle East,2011,34147784,673166250,22626,15927040,18220743,-3.94
Rotterdam,Netherlands,Europe,2013,21025904,275368703,34660,11727027,9298876,6.64
Singapore,Singapore,Asia,2007,34382635,384646422,37675,13968546,20414088,-3.19
Busan,South Korea,Asia,2014,40450847,752412120,16654,23228502,17222344,-1.36
Rotterdam,Netherlands,Europe,2022,6621348,86304050,14225,3629574,2991773,-4.58
Dubai,UAE,Middle East,2009,50484571,789949899,28989,27045867,23438703,8.71
Antwerp,Belgium,Europe,2007,9127901,221142499,16080,3682418,5445482,6.88
Shanghai,China,Asia,2024,18328001,299119506,40054,9851465,8476535,-4.42
Shenzhen,China,Asia,2005,41752998,659696047,27565,20303695,21449302,1.44
Shanghai,China,Asia,2023,7796890,161826210,40262,3452028,4344861,6.34
Hamburg,Germany,Europe,2006,50123951,927404112,28638,28601134,21522816,3.86
Busan,South Korea,Asia,2024,51127673,809574863,34766,25605711,25521961,8.81
Busan,South Korea,Asia,2010,33388400,604038655,23627,19850805,13537594,4.52
Shenzhen,China,Asia,2006,53708347,812071227,11611,30630201,23078145,5.59
Shanghai,China,Asia,2019,46719443,930998866,49918,24355083,22364359,5.53
Dubai,UAE,Middle East,2012,23438044,363510215,23706,11480366,11957677,1.05
Qingdao,China,Asia,2016,8774764,135526420,13420,5085175,3689588,-4.35
Busan,South Korea,Asia,2023,22992538,243443900,30575,9384173,13608364,3.3
Singapore,Singapore,Asia,2006,5861316,142810068,38783,3276100,2585215,10.12
Singapore,Singapore,Asia,2015,34527376,565421089,14090,20571613,13955762,-0.99
Antwerp,Belgium,Europe,2002,39999778,588960914,28773,16321091,23678686,-2.17
Qingdao,China,Asia,2013,35193529,488652741,17585,17703314,17490214,7.4
Busan,South Korea,Asia,2013,29860769,723210319,10489,13057617,16803151,-2.96
Qingdao,China,Asia,2020,13297142,324108321,15702,7652722,5644419,7.15
Shanghai,China,Asia,2001,32913451,566396841,22470,19166707,13746743,5.33
Hamburg,Germany,Europe,2002,28929836,386254094,45777,15537674,13392161,4.08
Los Angeles,USA,North America,2011,45858655,864255155,28354,21047212,24811442,8.63
Singapore,Singapore,Asia,2023,54326956,678088670,27626,30704024,23622931,3.41
Rotterdam,Netherlands,Europe,2010,13728143,300183498,18827,8110965,5617177,9.46
Dubai,UAE,Middle East,2017,11816101,168020903,26624,5307875,6508225,9.91
Busan,South Korea,Asia,2017,9804070,111704386,14447,4543367,5260702,4.11
Hamburg,Germany,Europe,2015,6546675,86351768,49935,3683090,2863584,6.54
Shanghai,China,Asia,2022,19022054,200216149,44787,9276710,9745343,1.48
Qingdao,China,Asia,2009,17765642,425019537,45330,7449838,10315803,11.62
Hamburg,Germany,Europe,2015,24235069,594550128,13237,10146035,14089033,7.03
Busan,South Korea,Asia,2021,8225045,118975931,34289,3602776,4622268,0.65
Shanghai,China,Asia,2007,41328817,942563455,22259,21580574,19748242,-1.94
Antwerp,Belgium,Europe,2006,36478923,530435347,40122,20316011,16162911,-4.63
Los Angeles,USA,North America,2017,6717063,139474846,39404,3476440,3240622,3.67
Hamburg,Germany,Europe,2021,48103662,999620997,21971,25932015,22171646,-1.92
Shanghai,China,Asia,2021,9725421,174014450,45435,5149044,4576376,-2.26
Qingdao,China,Asia,2019,32520481,601597035,15516,19076156,13444324,7.24
Antwerp,Belgium,Europe,2011,12676912,209881254,31931,5154226,7522685,8.81
Qingdao,China,Asia,2013,22948981,522130236,39729,9484130,13464850,-4.24
Qingdao,China,Asia,2002,38277948,800028300,42587,16408804,21869143,1.36
Busan,South Korea,Asia,2004,47679739,789536023,20269,25201828,22477910,-3.25
Busan,South Korea,Asia,2024,12026499,166533431,49396,7120841,4905657,-3.48
Rotterdam,Netherlands,Europe,2018,20900432,375733763,34440,12262942,8637489,7.7
Rotterdam,Netherlands,Europe,2009,31939164,336547423,17824,13022640,18916523,-2.67
Busan,South Korea,Asia,2006,18132347,305318648,48127,10562463,7569883,7.42
Shenzhen,China,Asia,2019,31555561,614080930,20495,16127676,15427884,7.25
Shenzhen,China,Asia,2002,50689666,675111848,27148,22534667,28154998,11.9
Busan,South Korea,Asia,2023,37305509,694178733,26518,17343900,19961608,1.97
Dubai,UAE,Middle East,2023,34223325,534441287,39039,20453550,13769774,11.19
Los Angeles,USA,North America,2021,53973672,776941728,33076,30549278,23424393,10.41
Los Angeles,USA,North America,2007,16983163,331928109,48875,9068638,7914524,7.46
Shanghai,China,Asia,2020,26574653,324463762,18210,13052020,13522632,11.95
Singapore,Singapore,Asia,2007,27311590,423268413,43132,15466801,11844788,5.46
Hamburg,Germany,Europe,2016,12573721,206263301,31129,6510910,6062810,10.56
Qingdao,China,Asia,2023,14595209,183707141,28277,8675141,5920067,9.15
Hamburg,Germany,Europe,2006,28882906,476568183,14278,13810240,15072665,1.81
Singapore,Singapore,Asia,2018,10218354,150093528,19201,4849490,5368863,3.15
Rotterdam,Netherlands,Europe,2005,41094739,547455035,33950,18265117,22829621,-1.38
Antwerp,Belgium,Europe,2024,36831541,516459269,24450,16185295,20646245,-1.8
Dubai,UAE,Middle East,2016,42515386,611952073,31572,18269916,24245469,1.88
Los Angeles,USA,North America,2013,12702137,131985788,49128,7089083,5613053,4.63
Singapore,Singapore,Asia,2016,6794284,106822242,24242,4018876,2775407,1.41
Dubai,UAE,Middle East,2020,18662464,393923099,10569,7921640,10740823,1.42
Shanghai,China,Asia,2011,9357118,104845071,32006,4457429,4899688,-2.75
Busan,South Korea,Asia,2002,52137131,726888038,20832,22883572,29253558,9.3
Antwerp,Belgium,Europe,2013,54182178,604662468,10193,22659705,31522472,4.91
Shanghai,China,Asia,2014,27109170,277630466,36358,11483969,15625200,7.33
Singapore,Singapore,Asia,2017,49349257,551932180,33581,22824251,26525005,-1.17
Shenzhen,China,Asia,2002,24398749,247563943,26472,14470950,9927798,-1.93
Los Angeles,USA,North America,2005,25402701,381733936,33169,13883796,11518904,-1.63
Qingdao,China,Asia,2007,33251609,736464077,49921,16506729,16744879,9.21
Busan,South Korea,Asia,2009,7255025,170352357,39230,3827953,3427071,-3.9
Los Angeles,USA,North America,2019,26222234,429089064,37087,13565963,12656270,9.33
Shanghai,China,Asia,2009,14034750,226382477,28458,6124954,7909795,11.33
Qingdao,China,Asia,2009,24988840,413303893,49499,11328523,13660316,-0.58
Busan,South Korea,Asia,2021,38736045,749875813,13514,19336859,19399185,11.78
Antwerp,Belgium,Europe,2001,30315213,671383758,43297,17480818,12834394,4.54
Dubai,UAE,Middle East,2019,28789462,640961105,31437,15852558,12936903,2.37
Shanghai,China,Asia,2014,34703001,393805101,24633,15931253,18771747,-4.12
Los Angeles,USA,North America,2009,9921802,231633110,38869,5127663,4794138,5.12
Hamburg,Germany,Europe,2001,45380731,840042213,24678,22677880,22702850,5.34
Rotterdam,Netherlands,Europe,2021,51497346,627013613,48458,27033841,24463504,-3.01
Singapore,Singapore,Asia,2007,33307917,734889454,20624,15119370,18188546,8.36
Singapore,Singapore,Asia,2023,17250219,330408569,29300,10022839,7227379,-1.59
Los Angeles,USA,North America,2004,54446194,707686427,14734,29619291,24826902,5.5
Los Angeles,USA,North America,2004,53115518,735675323,19028,28248038,24867479,2.48
Qingdao,China,Asia,2002,43540480,757577471,38973,18992179,24548300,4.19
Busan,South Korea,Asia,2015,38910882,545528492,26383,22424123,16486758,8.92
Shanghai,China,Asia,2004,17765189,375909192,28912,10368036,7397152,-1.75
Rotterdam,Netherlands,Europe,2001,28820636,717428680,28721,15751297,13069338,-0.77
Shenzhen,China,Asia,2000,48878330,494010852,42141,22177738,26700591,8.86
Dubai,UAE,Middle East,2021,53131535,604232561,27585,23826009,29305525,7.26
Los Angeles,USA,North America,2023,14655749,277361901,23684,8124872,6530876,5.58
Singapore,Singapore,Asia,2006,16238064,219657707,33816,8388973,7849090,-4.34
Busan,South Korea,Asia,2018,12577044,217517503,17344,5985650,6591393,5.86
Antwerp,Belgium,Europe,2019,10707723,220148523,32998,5245038,5462684,6.68
Rotterdam,Netherlands,Europe,2023,14466968,208015385,31378,8341820,6125147,1.97
Antwerp,Belgium,Europe,2004,21674698,269611701,10168,9281720,12392977,1.58
Dubai,UAE,Middle East,2022,8226487,148286032,18027,4807359,3419127,-1.96
Singapore,Singapore,Asia,2011,35233714,738534708,49350,17649117,17584596,-2.69
Dubai,UAE,Middle East,2001,35206738,839791298,36409,16046178,19160559,9.66
Busan,South Korea,Asia,2005,5714335,109101852,31629,3379726,2334608,3.27
Shanghai,China,Asia,2023,53865399,1262997043,35896,26732656,27132742,0.42
Busan,South Korea,Asia,2022,42277141,688696734,25383,25218228,17058912,-2.34
Shanghai,China,Asia,2007,30753974,557871271,40036,13508011,17245962,11.83
Shenzhen,China,Asia,2018,53273784,820077772,42175,26261032,27012751,5.36
Dubai,UAE,Middle East,2005,9914962,245423624,12871,4611739,5303222,3.08
Qingdao,China,Asia,2002,31742087,413837006,20957,17079739,14662347,-2.53
Rotterdam,Netherlands,Europe,2000,9131029,111674912,27696,5471808,3659220,1.05
Los Angeles,USA,North America,2000,34019400,385424272,10997,19933006,14086393,-4.86
Hamburg,Germany,Europe,2003,5638466,88548265,33550,2796595,2841870,5.28
Rotterdam,Netherlands,Europe,2012,31516479,731361354,49865,18410275,13106203,-3.7
Hamburg,Germany,Europe,2006,47352461,887027510,32158,25515701,21836759,-2.06
Qingdao,China,Asia,2001,48754743,948416098,24468,24818222,23936520,6.39
Singapore,Singapore,Asia,2017,26308164,437238070,36968,13040624,13267539,4.54
Shenzhen,China,Asia,2017,21019069,315672089,25430,9186072,11832996,4.43
Shanghai,China,Asia,2010,14821274,344724691,46088,7835004,6986269,1.7
Shanghai,China,Asia,2016,5067824,99578230,39011,2934689,2133134,-2.65
Shanghai,China,Asia,2018,51659384,745423892,10207,26881548,24777835,-2.78
Los Angeles,USA,North America,2010,51069919,859797859,41219,28523480,22546438,3.4
Shanghai,China,Asia,2004,44615460,721644444,31777,22566690,22048769,1.5
Shenzhen,China,Asia,2020,12212979,263285925,28580,5261256,6951722,6.74
Rotterdam,Netherlands,Europe,2019,6405392,131750454,16121,3271220,3134171,-3.5
Busan,South Korea,Asia,2019,40646255,942158400,41547,23565162,17081092,8.33
Singapore,Singapore,Asia,2003,27800978,652265079,43160,14352436,13448541,-3.15
Rotterdam,Netherlands,Europe,2009,32277963,539821726,19993,13278427,18999535,-3.86
Antwerp,Belgium,Europe,2002,45172431,947880392,33229,23626375,21546055,9.75
Hamburg,Germany,Europe,2015,46769094,721935200,44261,26864096,19904997,-0.74
Shenzhen,China,Asia,2008,10069060,218867040,37011,4087198,5981861,1.17
Dubai,UAE,Middle East,2021,11248227,243512610,19142,4879966,6368260,7
Singapore,Singapore,Asia,2017,18337145,250795116,26086,10951909,7385235,4.86
Rotterdam,Netherlands,Europe,2024,14626471,307416276,21308,5903438,8723032,5.35
Los Angeles,USA,North America,2005,10979085,146197016,28223,6187766,4791318,-0.76
Los Angeles,USA,North America,2009,28675364,712463706,22326,12982968,15692395,6.91
Hamburg,Germany,Europe,2019,36782969,850054096,33365,19176931,17606037,0.63
Dubai,UAE,Middle East,2022,27394511,462054732,15505,11911484,15483026,3.3
Singapore,Singapore,Asia,2018,35143962,429977286,10461,14794230,20349731,11.29
Shanghai,China,Asia,2018,14276283,296901129,41238,8009200,6267082,-0.21
Qingdao,China,Asia,2005,35069777,475519040,41583,19003630,16066146,-3.96
Los Angeles,USA,North America,2003,17669803,188116513,43033,8802414,8867388,2.62
Hamburg,Germany,Europe,2024,30809216,390261835,33763,17735058,13074157,-2.42
Qingdao,China,Asia,2019,42897087,441019405,41006,22720665,20176421,9.91
Dubai,UAE,Middle East,2002,11456645,198040944,21522,5744368,5712276,8.15
Dubai,UAE,Middle East,2017,45922527,1068904760,24062,27269866,18652660,-2.33
Hamburg,Germany,Europe,2016,51445479,1111739357,37609,21193135,30252343,-4.7
Los Angeles,USA,North America,2019,27855157,529497302,13302,16451545,11403611,6.14
Antwerp,Belgium,Europe,2007,20407115,361897881,48022,12010191,8396923,0.81
Rotterdam,Netherlands,Europe,2007,23346414,238892152,20156,9809251,13537162,-2.61
Qingdao,China,Asia,2002,26902749,458822547,39811,12651370,14251378,0.83
Qingdao,China,Asia,2010,52792071,1010071033,20479,24359131,28432939,-1.83
Hamburg,Germany,Europe,2004,36818558,556119395,42859,21001686,15816871,5.91
Shanghai,China,Asia,2020,27405294,304963171,43241,13590908,13814385,6.19
Hamburg,Germany,Europe,2021,30047415,503831124,27619,13843475,16203939,1.99
Singapore,Singapore,Asia,2005,29149917,661020559,10840,11928339,17221577,11.78
Shanghai,China,Asia,2007,24422203,379674592,14843,14615416,9806786,9.55
Los Angeles,USA,North America,2006,41030454,707925476,17432,19457897,21572556,5.66
Busan,South Korea,Asia,2001,29386796,652423052,20507,16700226,12686569,4.63
Antwerp,Belgium,Europe,2018,39446183,406455563,47982,23001993,16444189,-0.6
Dubai,UAE,Middle East,2008,11891068,169862479,28734,5305770,6585297,4.45
Antwerp,Belgium,Europe,2005,14437090,221131814,25372,7304499,7132590,6.34
Shanghai,China,Asia,2002,13553465,250151261,18373,7387004,6166460,9.5
Busan,South Korea,Asia,2000,18040271,423469726,34838,7929083,10111187,11.51
Antwerp,Belgium,Europe,2021,18756562,194609553,41852,9793856,8962705,0.42
Shenzhen,China,Asia,2014,21739674,525043790,38293,9231736,12507937,3.35
Shanghai,China,Asia,2007,9307513,122156136,28409,4220486,5087026,9.95
Shanghai,China,Asia,2023,27221645,382131915,28286,11558788,15662856,3.02
Busan,South Korea,Asia,2024,52758301,739240383,40059,28244330,24513970,2.32
Rotterdam,Netherlands,Europe,2016,52839328,665797471,22624,31202645,21636682,1.21
Antwerp,Belgium,Europe,2022,18587579,188650997,49449,10854687,7732891,2.32
Hamburg,Germany,Europe,2024,36700629,487516197,13147,20998594,15702034,-4.84
Singapore,Singapore,Asia,2021,30867740,312229103,24346,15258148,15609591,1.02
Antwerp,Belgium,Europe,2016,22425423,475335636,29541,12598537,9826885,10.69
Antwerp,Belgium,Europe,2023,24995885,309546871,34408,12031731,12964153,4.31
Hamburg,Germany,Europe,2018,54111788,689383633,35106,22316191,31795596,-3.61
Dubai,UAE,Middle East,2002,11103529,178701550,15372,5319873,5783655,3.1
Shenzhen,China,Asia,2005,38536811,808228075,43954,16898558,21638252,2.76
Busan,South Korea,Asia,2004,5835815,83851557,15239,3256069,2579745,10.67
Shenzhen,China,Asia,2015,28315739,418213292,12779,15717940,12597798,0.51
Qingdao,China,Asia,2023,34107514,472467089,11649,14655385,19452128,6.56
Los Angeles,USA,North America,2001,40868713,725415872,48217,21153542,19715170,5.45
Antwerp,Belgium,Europe,2010,48186165,824933766,34698,23107046,25079118,10.47
Shenzhen,China,Asia,2020,52268096,885633754,41476,30679927,21588168,0.03
Busan,South Korea,Asia,2022,23781332,275755531,33560,11538874,12242457,3.79
Antwerp,Belgium,Europe,2023,42541070,1025850222,17888,23609066,18932003,-0.52
Qingdao,China,Asia,2016,49307958,972211515,46542,23623609,25684348,9.51
Shenzhen,China,Asia,2007,11575465,181849919,33501,6576441,4999023,8.38
Qingdao,China,Asia,2023,34680723,848529400,25684,14597947,20082775,6.79
Shenzhen,China,Asia,2004,23319882,434487037,12790,13476121,9843760,7.18
Hamburg,Germany,Europe,2016,33832780,555602680,25569,18682212,15150567,4.03
Singapore,Singapore,Asia,2003,43403471,805158989,34520,23917365,19486105,0.5
Dubai,UAE,Middle East,2001,28756226,702184495,44684,13062935,15693290,-1.29
Shanghai,China,Asia,2016,36778751,665192814,30085,15283376,21495374,-0.55
Dubai,UAE,Middle East,2009,7888858,83132280,40926,3257211,4631646,7.48
Dubai,UAE,Middle East,2015,52601046,649868876,15368,22945755,29655290,-4.24
Singapore,Singapore,Asia,2023,8417746,175572549,13608,4198635,4219110,-2.41
Qingdao,China,Asia,2010,40752388,840683166,15230,21173182,19579205,1.25
Shenzhen,China,Asia,2001,43979699,899345078,40134,24281475,19698223,7.34
Singapore,Singapore,Asia,2011,26756887,472298522,29070,13228118,13528768,7.18
Hamburg,Germany,Europe,2000,33320135,816809386,36564,19530526,13789608,4.83
Antwerp,Belgium,Europe,2010,32432621,569944041,35692,17810316,14622304,-1.46
Shanghai,China,Asia,2004,48653369,1206911433,31459,22670794,25982574,-3.95
Antwerp,Belgium,Europe,2001,35938297,875334663,34118,20750297,15187999,2.7
Shenzhen,China,Asia,2021,20087882,415078605,23987,10549617,9538264,6.91
Qingdao,China,Asia,2010,25093843,608647851,14198,13556031,11537811,7.53
Shenzhen,China,Asia,2023,6031232,132175354,39341,2954009,3077222,-3.96
Shenzhen,China,Asia,2007,33998506,773087927,45411,13808513,20189992,10.88
Dubai,UAE,Middle East,2009,50998871,591456588,49783,21738393,29260477,6.35
Los Angeles,USA,North America,2002,20705180,380129783,20633,8852169,11853010,-0.84
Shenzhen,China,Asia,2002,10356465,258586844,46855,5625258,4731206,7.53
Dubai,UAE,Middle East,2015,44117914,948877912,29648,24977733,19140180,10.95
Busan,South Korea,Asia,2002,45024333,1058608538,43831,25627507,19396825,5.33
Dubai,UAE,Middle East,2001,46401882,800993319,47488,21606588,24795293,2.95
Qingdao,China,Asia,2005,44447675,994808026,31826,25882839,18564835,0.94
Dubai,UAE,Middle East,2004,15116815,373612615,29887,6433129,8683685,1
Qingdao,China,Asia,2015,23268068,402221521,11368,10768549,12499518,3.37
Antwerp,Belgium,Europe,2018,39352433,474857262,41182,22809204,16543228,8.78
Dubai,UAE,Middle East,2017,29930683,439978570,33826,13128795,16801887,-4.46
Singapore,Singapore,Asia,2018,23083375,547171099,40401,9673659,13409715,2.21
Los Angeles,USA,North America,2005,18382760,205478370,35399,10929020,7453739,7.98
Singapore,Singapore,Asia,2022,30988325,498865972,49587,16651017,14337307,11.91
Busan,South Korea,Asia,2004,26171473,491719715,22366,14295423,11876049,-0.96
Dubai,UAE,Middle East,2007,50895464,1176401846,40311,30379883,20515580,-3.39
Antwerp,Belgium,Europe,2005,39385731,886707990,31388,16171516,23214214,1.35
Antwerp,Belgium,Europe,2023,33485259,651066810,48546,13512105,19973153,2.58
Dubai,UAE,Middle East,2022,41041405,512873143,17582,24017781,17023623,-3.21
Shanghai,China,Asia,2016,23954434,353011241,31653,13186168,10768265,7.6
Hamburg,Germany,Europe,2004,23776781,481069606,25014,14188072,9588708,4.67
Busan,South Korea,Asia,2002,54662087,662524206,29320,31974473,22687613,-1.96
Antwerp,Belgium,Europe,2021,38423099,911748235,49240,18268536,20154562,6.22
Los Angeles,USA,North America,2000,14271569,339539461,49130,5817040,8454528,-1.46
Dubai,UAE,Middle East,2000,28927900,617151165,11915,14111279,14816620,-2.83
Shenzhen,China,Asia,2000,30545471,751562928,23194,15643208,14902262,8.07
Rotterdam,Netherlands,Europe,2011,12753653,213457360,10547,5386191,7367461,2.81
Los Angeles,USA,North America,2004,52988842,565107303,38962,29874720,23114121,1.17
Rotterdam,Netherlands,Europe,2019,29523728,643379791,17928,14876697,14647030,6.36
Singapore,Singapore,Asia,2007,9722408,121572004,21573,3935446,5786961,0.87
Shanghai,China,Asia,2018,42481151,954798567,40420,20389817,22091333,-1.44
Singapore,Singapore,Asia,2006,32509304,707732089,21428,14462598,18046705,8.53
Busan,South Korea,Asia,2022,15823904,183091705,20300,7278039,8545864,-2.17
Singapore,Singapore,Asia,2008,5419870,55878468,48913,2482845,2937024,6.21
Rotterdam,Netherlands,Europe,2007,13548555,159849754,37677,6630148,6918406,11.26
Hamburg,Germany,Europe,2016,5678794,96261539,11726,2383833,3294960,-2.54
Qingdao,China,Asia,2010,43155716,794008005,40172,19865469,23290246,-3.64
Dubai,UAE,Middle East,2005,8564780,186862069,15951,3641396,4923383,11.15
Shenzhen,China,Asia,2007,7224462,117150051,46612,4006515,3217946,-1.28
Rotterdam,Netherlands,Europe,2008,22596962,343291422,29565,12382085,10214876,11.16
Busan,South Korea,Asia,2000,52369477,592584231,47669,21888549,30480927,1.87
Rotterdam,Netherlands,Europe,2014,7254485,96765925,43028,3555696,3698788,1.32
Antwerp,Belgium,Europe,2020,18871389,211875687,46731,7601702,11269686,5.71
Qingdao,China,Asia,2023,5120469,92040108,15338,2939484,2180984,2.13
Qingdao,China,Asia,2001,22484809,524454322,29332,11149058,11335750,-0.11
Hamburg,Germany,Europe,2017,49342663,802056551,31483,27598342,21744320,-4.05
Qingdao,China,Asia,2020,36897419,547596197,11381,17260064,19637354,-0.65
Shanghai,China,Asia,2023,49004922,1142434051,19515,20437407,28567514,0.33
Qingdao,China,Asia,2020,44277887,775480303,19200,24302405,19975481,1.94
Shanghai,China,Asia,2010,15586687,384581633,24450,6580486,9006200,7.76
Antwerp,Belgium,Europe,2023,13508394,323689687,31943,7711751,5796642,7.77
Qingdao,China,Asia,2010,19069355,383193627,34736,8648517,10420837,10.11
